CreditScore,Age,Tenure,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Male,Female,NumOfProducts_1,NumOfProducts_2,NumOfProducts_3,NumOfProducts_4,France,Spain,Germany
631,38,3,135324.3379,1,0,185703.011,0,0,1,0,0,0,0,0,0
681,40,4,95068.11382,0,1,116791.4823,0,0,1,0,0,0,0,0,0
607,40,4,121425.7379,1,0,23961.86989,1,0,1,0,0,0,0,0,1
644,45,1,157613.6546,1,0,100005.9697,0,0,0,0,0,0,0,0,0
523,46,3,89915.50124,0,0,99660.54274,0,0,0,0,0,0,0,0,0
777,47,4,137284.3368,1,0,184348.8878,0,0,1,0,0,0,0,0,1
673,42,9,0,0,0,144292.4628,0,0,1,0,0,0,0,0,0
719,27,4,122868.0829,0,0,102690.651,0,1,1,0,0,0,0,0,1
674,38,8,111262.5251,1,1,162139.8606,0,1,0,0,0,0,0,0,0
647,56,4,215526.6637,0,0,74370.45554,0,1,1,0,0,0,0,1,0
629,44,3,131304.6874,0,0,9882.234453,0,1,1,0,0,0,0,0,0
646,41,5,0,0,0,184028.6792,0,0,1,0,0,0,1,0,0
682,42,6,112282.8502,1,0,96021.42328,1,0,1,0,0,0,0,0,0
533,34,5,206982.36,0,0,48105.45309,0,1,1,0,0,0,1,0,0
634,43,7,123230.8059,0,0,32007.30674,0,0,1,0,0,0,0,0,1
601,47,6,131411.1163,0,0,184914.7886,0,1,0,0,0,0,0,0,0
751,34,3,122206.9795,0,0,104004.7436,0,1,0,0,0,0,0,0,1
602,35,0,0,1,0,7332.315486,0,1,0,0,0,0,1,0,0
670,44,3,117185.4459,1,0,122038.4474,0,1,0,0,0,0,0,0,0
645,47,5,107143.2456,1,0,30325.0804,0,0,0,0,0,0,0,0,0
636,43,5,47613.96989,1,0,112800.9787,0,0,1,0,0,0,0,1,0
546,47,6,0,0,0,66236.69909,0,1,1,0,0,0,1,0,0
490,50,1,107853.7521,1,0,86286.80266,0,0,0,0,0,0,0,0,1
616,47,7,0,1,0,153139.9276,1,0,1,0,0,0,0,0,0
743,51,4,0,1,0,136763.3036,0,0,0,0,0,0,0,0,0
474,31,5,0,1,0,146230.6868,0,1,1,0,0,0,0,0,0
707,23,4,0,0,0,164179.5864,0,0,0,0,0,0,0,0,0
609,29,7,158657.0303,1,1,101811.8748,0,1,0,0,0,0,0,0,0
672,43,9,195546.3,0,0,188829.2467,1,0,0,1,0,0,0,0,0
535,42,2,73246.37347,0,1,110261.1241,0,1,0,0,0,0,1,0,0
749,55,9,61789.96231,1,0,186192.1781,0,0,0,0,0,0,0,0,0
551,38,5,103146.4389,1,0,194329.1834,0,1,1,0,0,0,0,0,1
634,55,7,0,0,0,85860.06889,0,0,0,0,0,0,0,0,0
497,41,1,167829.7179,1,0,50749.64694,0,1,0,0,0,0,1,0,0
664,55,4,111587.0969,0,0,33612.26161,1,0,1,0,0,0,0,0,0
565,26,3,150544.0984,1,0,170898.9124,0,0,0,0,1,0,0,0,0
651,60,6,116526.6864,1,0,45292.76248,1,0,1,0,0,0,0,0,1
693,40,4,78277.80187,1,0,118955.919,0,0,0,0,0,0,0,0,0
608,39,6,75530.35617,0,0,132874.6865,0,1,0,0,0,0,0,0,0
609,58,1,106896.5477,0,0,89267.26611,0,1,0,0,0,0,0,0,1
659,58,3,148388.9352,1,0,47529.78055,0,0,1,0,0,0,0,0,1
762,36,6,137157.2557,1,1,71484.75484,0,0,0,0,0,0,0,0,0
562,47,4,0,0,0,5442.090718,0,1,0,0,0,0,0,0,0
818,35,9,142200.5942,0,0,68495.68197,0,1,0,0,0,0,0,0,0
610,37,1,38735.62412,0,1,177967.7082,0,0,1,0,0,0,1,0,0
723,34,2,113170.4534,0,0,11887.37428,0,0,0,0,0,0,0,0,0
637,35,6,83875.79703,1,0,18494.29669,0,1,0,0,0,0,0,0,0
605,49,1,103672.3037,1,0,182184.237,0,0,0,0,0,0,0,0,0
759,34,7,98440.08627,0,0,191701.6243,0,1,1,0,0,0,0,0,0
554,41,4,0,0,0,73607.64038,0,0,1,0,0,0,1,0,0
582,35,2,183185.4471,1,1,65641.38617,0,1,1,0,0,0,1,0,0
521,43,7,159075.2442,1,0,117851.9769,0,1,0,0,0,0,1,0,0
608,34,7,98514.50948,0,0,138839.1068,0,1,1,0,0,0,0,0,0
635,33,1,0,0,0,178065.0821,1,0,0,0,0,0,0,0,0
754,35,6,157085.1284,0,0,133942.2848,0,0,0,0,0,0,0,0,0
536,58,8,0,0,0,103814.2742,1,0,0,0,0,0,1,0,0
620,40,3,108099.3025,1,0,52981.50745,0,0,0,0,0,0,0,0,0
604,56,8,91114.89367,0,0,27994.57353,0,0,0,0,0,0,0,0,0
594,34,6,145947.1787,1,0,64659.57566,0,0,1,0,0,0,0,0,0
484,50,8,140031.7579,0,0,149650.9094,0,0,0,0,0,0,0,0,1
637,46,3,83806.29828,0,0,178995.6133,1,0,0,0,0,0,0,0,0
704,53,3,125882.2207,1,0,95997.84022,0,1,0,0,0,0,0,0,1
516,39,3,0,0,0,197977.8963,0,0,1,0,0,0,0,0,0
641,26,5,183354.0172,1,0,42721.93578,0,0,0,1,0,0,0,1,0
725,35,4,118495.9615,0,0,131162.0845,0,0,1,0,0,0,0,0,0
593,42,2,118318.152,0,0,195552.7311,1,0,1,0,0,0,0,0,0
593,37,2,129584.6367,0,0,8770.950916,0,1,0,0,0,0,0,0,0
512,38,4,0,1,0,130043.7253,0,0,1,0,0,0,0,0,0
706,38,8,98397.40194,0,0,183028.6778,0,1,0,0,0,0,0,0,1
666,41,9,111414.5823,1,0,178884.2461,1,0,1,0,0,0,0,0,0
658,29,5,123193.9824,1,1,56972.74237,0,0,0,0,0,0,0,0,0
669,53,5,140840.5539,0,0,32966.50803,0,0,1,0,0,0,0,0,0
470,40,3,91195.12913,1,0,140224.7666,0,0,0,0,0,0,0,0,0
629,46,7,170020.7566,0,0,150641.6466,0,0,0,0,0,0,1,0,0
753,55,3,161609.4758,0,0,8081.754416,0,1,1,0,0,0,0,0,1
635,43,4,83429.13544,0,0,3797.332895,0,0,1,0,0,0,0,0,0
651,61,7,0,0,1,13211.40393,0,0,1,0,0,0,1,0,0
678,40,2,157239.0272,0,1,156218.0582,0,1,0,0,0,0,0,1,0
572,47,4,99090.36865,1,0,195969.7884,1,0,0,0,0,0,0,0,1
560,37,6,103857.5975,0,1,186199.5113,0,1,1,0,0,0,0,0,1
729,48,2,0,0,1,144121.4889,0,1,1,0,0,0,1,0,0
741,39,6,0,1,0,163822.0049,1,0,0,0,0,0,0,1,0
545,38,8,66029.25909,1,1,68055.5344,1,0,0,0,0,0,0,0,0
766,37,5,113427.2323,1,0,32181.91937,1,0,1,0,0,0,0,0,0
650,55,3,0,0,0,84440.27196,0,1,1,0,0,0,0,0,0
763,34,3,107186.7002,0,0,188090.8272,0,1,1,0,0,0,0,0,1
582,52,3,88832.92661,0,0,5507.196385,1,0,1,0,0,0,0,0,0
624,27,7,148512.4621,0,0,104951.6155,0,0,0,0,1,0,0,0,0
649,45,4,124449.3727,1,0,90956.19062,0,1,0,0,0,0,1,0,0
672,41,9,103626.4322,1,0,1416.505846,1,0,1,0,0,0,0,0,1
658,50,3,0,0,0,27862.55668,0,1,1,0,0,0,0,0,0
671,45,4,87086.7309,1,0,87244.71969,0,1,1,0,0,0,0,0,0
748,46,1,0,1,0,47804.91566,0,0,0,0,0,0,0,0,0
679,55,2,136910.6531,1,0,143860.466,0,0,1,0,0,0,0,0,0
715,49,2,119640.1637,1,0,12906.74318,1,0,0,0,0,0,0,0,1
573,44,8,143177.6839,0,0,147066.3771,0,0,0,0,0,0,0,0,1
736,52,6,126916.3697,1,1,79939.76572,0,1,0,0,0,0,0,0,0
589,45,6,93606.56912,0,0,153554.9961,0,0,1,0,0,0,0,0,0
716,43,7,0,1,0,32256.91253,0,0,1,0,0,0,0,1,0
594,49,4,81951.8353,0,0,64260.3689,0,0,0,1,0,0,0,1,0
573,40,2,118638.9342,0,0,195668.3368,1,0,1,0,0,0,0,0,0
568,26,8,68024.75324,1,0,163334.7048,0,1,1,0,0,0,0,0,0
652,36,5,0,0,0,2376.052644,0,1,0,0,0,0,0,1,0
618,63,4,85242.28736,0,0,193923.2937,0,1,0,0,0,0,0,0,1
759,37,8,95006.35341,1,0,125962.5033,0,0,1,0,0,0,0,0,1
621,45,5,31382.76109,0,0,170491.7561,0,1,0,0,0,0,1,0,0
755,48,7,121508.0307,1,0,34063.03253,0,1,0,0,0,0,0,0,0
714,43,6,126328.7245,1,0,123325.1899,0,1,1,0,0,0,0,0,1
559,64,3,0,0,0,130508.6771,0,1,0,0,0,0,0,0,0
577,37,5,0,0,0,183161.7336,0,1,1,0,0,0,1,0,0
502,76,6,87015.65011,0,0,190474.9077,0,1,0,0,0,0,0,0,0
743,37,1,0,1,0,44399.68975,0,0,1,0,0,0,0,1,0
615,36,7,75130.11537,0,0,131677.7859,0,0,0,0,0,0,1,0,0
601,47,6,131389.0808,0,0,184910.7597,0,1,0,0,0,0,0,0,0
779,47,5,108714.1953,1,0,184513.6996,0,0,0,0,0,0,0,0,1
655,41,6,136463.3852,1,0,40286.18516,0,1,1,0,0,0,0,0,0
632,30,8,108626.5183,0,0,179486.0999,1,0,0,0,0,0,0,0,0
650,31,5,123463.53,1,0,57034.38313,1,0,1,0,0,0,1,0,0
644,32,4,135928.3482,1,0,59410.0295,0,1,1,0,0,0,1,0,0
636,48,4,141531.625,0,0,103336.2716,0,0,0,0,0,0,0,0,1
657,52,4,0,0,0,9390.135938,0,1,1,0,0,0,1,0,0
606,42,2,153875.6821,0,0,89633.70158,0,0,0,0,0,0,0,0,0
597,52,4,88380.84526,0,0,68022.82157,0,1,0,0,0,0,0,0,0
537,54,7,119990.8847,1,0,168061.0473,1,0,0,0,0,0,0,0,1
745,41,6,136934.2678,1,1,71770.13702,0,0,0,0,0,0,0,0,0
565,43,4,147244.3992,1,0,74566.85977,0,0,1,0,0,0,0,0,0
665,28,3,107698.914,0,0,59920.56288,0,0,1,0,0,0,0,0,0
546,47,8,105903.0632,0,1,67602.22596,1,0,0,0,0,0,0,0,0
595,27,9,0,0,0,94615.2324,0,0,0,0,1,0,0,0,0
539,44,3,0,0,0,172764.9052,0,1,1,0,0,0,1,0,0
562,48,4,116099.3862,1,0,56718.9643,0,1,0,0,0,0,0,0,1
500,40,3,120027.1827,1,0,92007.68736,0,0,0,0,0,0,0,0,1
651,47,1,0,0,0,116561.3431,0,0,0,0,0,0,1,0,0
754,48,8,91742.60839,1,0,117204.7973,0,0,1,0,0,0,0,0,0
742,68,3,0,0,1,146790.0673,1,0,0,0,0,0,0,0,0
554,39,5,102194.4866,0,0,187686.6685,0,0,0,0,0,0,0,0,1
628,40,6,125148.1946,1,0,232.1305313,0,0,0,0,0,0,0,0,1
567,49,0,129118.1399,1,0,37987.77197,0,1,0,0,0,0,0,0,1
801,39,5,165202.2344,0,0,13988.84356,0,1,1,0,0,0,0,0,0
555,49,3,121207.3671,1,0,117349.038,0,0,1,0,0,0,0,0,1
638,47,2,199095.9203,0,0,1208.237559,0,1,0,0,0,0,0,0,0
718,42,8,106521.1788,1,0,136717.1695,0,1,0,0,0,0,0,0,1
661,54,7,157299.4895,0,0,88240.46908,0,0,1,0,0,0,1,0,0
718,46,3,108969.9115,1,0,27029.73075,0,0,1,0,0,0,0,0,0
640,32,8,0,1,0,29006.91672,0,0,1,0,0,0,0,0,0
549,40,5,104861.2232,1,0,46625.63307,0,0,0,0,0,0,0,0,1
366,50,9,0,0,0,125831.6918,0,0,1,0,0,0,0,0,0
657,36,1,163556.7204,0,0,29366.49652,0,1,0,0,0,0,0,0,1
648,50,5,0,1,0,13846.7143,1,0,0,0,0,0,1,0,0
600,49,8,185957.6573,1,0,94009.04604,0,0,1,0,0,0,1,0,0
626,46,7,0,1,0,13923.1346,0,0,0,0,0,0,1,0,0
593,39,4,116165.1462,1,0,175709.7925,0,0,0,1,0,0,0,0,1
707,47,6,126167.3818,1,0,134495.6687,0,0,0,0,0,0,0,0,1
568,37,4,130155.705,0,0,9373.331346,0,1,0,0,0,0,0,0,0
698,57,4,106779.771,1,0,25509.20346,0,0,1,0,0,0,0,0,1
614,44,5,101879.0023,0,0,178134.1784,1,0,0,0,0,0,0,0,0
649,50,5,155528.0962,1,0,87526.51124,0,1,1,0,0,0,0,0,0
571,45,7,106562.3161,0,0,79660.24635,1,0,1,0,0,0,0,0,0
568,34,5,102132.8509,0,0,187791.2572,0,0,0,0,0,0,0,0,1
729,38,2,122587.7543,0,0,106899.2907,0,0,0,1,0,0,0,0,0
620,26,7,148902.8028,0,0,104302.5959,0,0,0,0,0,0,0,1,0
617,44,4,0,0,0,36668.53711,0,0,0,0,0,0,0,0,0
816,42,6,0,0,0,25956.28457,0,0,1,0,0,0,0,0,0
686,43,1,121308.4305,0,0,7276.677111,0,1,1,0,0,0,0,0,1
470,39,7,135118.5773,0,0,179029.1255,1,0,0,0,0,0,0,0,0
718,43,0,80320.20477,0,0,40223.29345,1,0,0,0,0,0,0,0,0
535,44,1,123652.7831,1,1,41226.0382,0,1,0,0,0,0,0,0,1
684,31,0,144308.5558,1,0,8334.353139,0,0,0,0,0,0,0,0,1
527,45,4,67405.23687,1,0,193585.5706,0,0,1,0,0,0,0,0,0
779,47,3,137857.1948,1,0,183888.966,0,0,1,0,0,0,0,0,0
534,43,3,148512.7172,1,0,74821.9784,0,0,1,0,0,0,0,0,0
626,45,7,160325.673,1,0,81818.22284,0,0,1,0,0,0,0,0,0
478,34,6,145648.5391,1,0,101350.5763,0,0,0,0,0,0,0,0,0
554,59,6,67650.18503,1,1,63728.19365,0,1,0,0,0,0,0,0,0
673,35,8,114109.7083,1,0,188594.2633,1,0,0,0,0,0,0,0,1
799,64,8,109804.1805,0,0,23189.07428,0,0,0,0,0,0,0,0,0
598,47,7,120945.1588,1,0,64106.40773,0,1,1,0,0,0,0,0,1
689,35,2,180931.5852,1,0,64046.03504,0,0,1,0,0,0,1,0,0
626,43,4,0,1,0,82981.71619,0,0,0,0,0,0,0,0,0
596,39,2,0,1,0,50485.3596,0,1,0,0,0,0,1,0,0
644,51,4,124627.9361,1,0,16893.02439,0,0,1,0,0,0,0,0,1
553,36,4,0,1,1,133156.0026,0,0,1,0,0,0,0,0,0
634,23,7,85111.47388,0,0,140921.5009,0,0,0,0,0,0,0,0,0
597,26,3,0,0,0,78432.54635,0,0,0,0,0,0,1,0,0
653,45,3,124398.7068,0,0,89415.86489,0,0,1,0,0,0,0,0,0
609,38,6,154022.6265,0,0,176767.6084,0,1,0,1,0,0,1,0,0
605,51,4,0,0,0,88152.59833,0,1,0,0,1,0,0,0,0
562,42,0,116005.9086,0,1,125287.1441,1,0,0,0,0,0,0,0,1
703,40,7,107240.4843,1,0,166039.696,0,0,0,0,0,0,0,0,0
598,41,6,110430.7725,0,1,136217.6839,1,0,1,0,0,0,0,0,0
598,46,1,108573.123,1,0,119074.0491,0,1,1,0,0,0,0,0,1
697,53,6,127662.9551,1,0,195686.4378,0,0,1,0,0,0,0,0,0
640,53,8,128569.3763,1,1,195567.443,0,1,1,0,0,0,0,0,0
682,47,2,115610.1302,1,0,35683.17992,0,0,0,0,0,0,0,0,1
750,61,2,188984.5923,0,0,159126.5987,0,0,0,0,0,0,0,0,0
468,53,6,75007.4655,1,0,163299.9064,0,0,1,0,0,0,0,0,0
795,35,2,81494.37947,0,0,11548.91405,0,1,0,0,0,0,0,0,1
599,37,2,119418.8365,0,0,194998.6166,1,0,1,0,0,0,0,0,0
661,55,5,160940.6935,0,0,84084.48104,0,0,1,0,0,0,1,0,0
762,44,6,113296.3837,0,0,152265.0562,0,0,1,0,0,0,0,0,0
519,45,1,122965.6874,1,1,40942.74905,0,0,0,0,0,0,0,0,1
614,56,7,0,0,1,107712.3252,1,0,0,0,0,0,1,0,0
579,34,10,174332.3996,0,0,96299.42897,0,1,1,0,0,0,0,0,0
785,43,7,97087.69168,0,0,27313.10747,0,0,1,0,0,0,0,0,1
691,38,7,0,0,0,41978.92378,0,1,0,0,0,0,1,0,0
759,37,5,128598.1237,1,1,183478.2738,1,0,1,0,0,0,0,0,1
714,45,3,108380.4252,0,0,185427.8892,0,1,1,0,0,0,0,0,1
668,43,8,104807.9766,0,0,155852.2667,0,1,0,0,0,0,1,0,0
538,53,5,127418.8275,1,0,141491.8726,0,0,1,0,0,0,0,0,0
559,48,1,0,0,0,128932.8805,1,0,1,0,0,0,0,0,0
679,39,6,104093.9989,0,0,156759.8947,0,1,0,0,1,0,0,0,0
482,57,6,91880.17519,1,0,163730.0964,0,0,0,0,0,0,0,0,0
500,49,8,139261.1815,0,0,150543.6116,0,0,0,0,0,0,0,0,1
429,39,3,129254.0721,1,0,72872.88096,0,1,0,0,0,0,0,0,1
746,39,4,119661.7483,0,1,59668.38589,0,1,0,0,0,0,1,0,0
750,51,3,104060.7877,1,0,61248.274,0,1,1,0,0,0,0,0,0
690,48,2,134205.7444,0,0,111009.692,0,0,1,0,0,0,0,0,0
692,51,7,171632.5686,0,0,55162.29069,1,0,0,0,0,0,0,0,0
796,45,5,118154.3606,0,0,162605.834,1,0,0,0,0,0,0,0,0
602,49,5,0,0,0,131105.4988,0,0,0,0,0,0,0,0,0
738,48,7,110858.7401,1,0,96505.26778,1,0,1,0,0,0,0,0,0
574,47,3,152865.6868,0,0,38248.90076,0,0,1,0,0,0,0,0,0
678,47,7,88192.03914,1,0,120012.608,0,0,0,0,0,0,0,0,0
691,62,3,45520.87868,0,0,77229.72112,0,0,0,0,0,0,0,0,0
655,52,6,130664.6705,0,0,75654.90172,0,1,0,0,0,0,0,0,0
562,49,5,120771.2055,0,0,36357.51279,0,0,0,0,0,0,0,0,1
760,40,5,0,1,0,28272.68338,0,1,1,0,0,0,0,0,0
356,53,1,152776.286,1,0,191951.8085,0,0,0,0,0,0,0,0,0
709,51,6,107662.1739,0,0,126391.5639,0,0,1,0,0,0,0,0,1
691,37,9,114516.5664,1,0,189007.5627,0,0,1,0,0,0,0,0,1
641,45,4,122590.6378,0,1,1704.503024,1,0,1,0,0,0,0,0,0
562,48,4,0,1,0,31942.57728,1,0,0,0,0,0,0,0,0
436,37,4,168018.7918,0,0,138031.5796,0,1,0,1,0,0,0,0,0
772,54,3,0,0,0,13344.93403,1,0,1,0,0,0,1,0,0
663,53,8,180582.5334,0,0,191744.139,1,0,1,0,0,0,0,0,0
672,51,4,95812.79407,0,0,98135.58051,0,0,1,0,0,0,0,0,0
519,47,4,83117.77112,0,0,62466.7938,0,1,0,0,0,0,0,0,0
564,36,7,205505.2012,1,0,46555.00543,0,1,0,0,0,0,0,0,0
781,36,7,104218.3598,1,0,120853.6239,0,1,1,0,0,0,0,0,1
655,41,6,115471.9884,0,0,174434.1431,0,0,0,0,0,0,0,0,1
675,39,4,165964.1284,1,0,140062.484,0,0,0,0,0,0,0,0,0
632,62,4,114600.6094,0,0,73789.01523,1,0,1,0,0,0,0,0,0
754,55,2,0,0,0,31692.40498,0,0,1,0,0,0,0,0,0
602,46,4,44309.15522,1,0,33878.41056,0,1,1,0,0,0,1,0,0
582,43,7,85800.83222,1,0,114512.2754,0,1,0,0,0,0,0,0,0
581,35,4,172459.4014,1,0,189169.5783,0,0,1,0,0,0,0,0,0
644,41,5,95480.46318,0,1,140025.826,0,1,0,0,0,0,0,0,0
673,23,8,0,1,0,29054.62195,0,1,1,0,0,0,0,1,0
710,38,6,129261.5175,1,0,9450.971768,0,0,0,0,0,0,0,0,0
777,36,2,157219.3822,1,0,196464.1106,1,0,1,0,0,0,0,0,1
728,40,5,127457.6521,1,1,185173.7097,1,0,0,0,0,0,0,0,0
691,45,4,117526.9952,0,0,172655.884,0,0,1,0,0,0,0,0,0
651,48,7,153250.0155,0,0,14200.25666,0,1,0,0,0,0,0,0,0
458,46,4,102612.3281,1,1,183537.1701,0,0,0,0,0,0,0,0,1
537,59,3,70578.2074,0,0,103873.7089,0,1,0,0,0,0,0,0,1
567,49,4,151742.0865,0,0,161860.8344,0,1,1,0,0,0,0,0,0
683,43,7,0,0,0,92063.87305,0,1,0,0,0,0,1,0,0
737,44,8,221449.5862,0,0,97530.97313,0,0,1,0,0,0,0,1,0
552,46,2,162950.5097,0,0,51434.48536,0,0,0,0,0,0,0,0,0
724,43,1,97390.53436,0,0,107692.1923,0,0,0,0,0,0,0,0,0
502,42,9,108381.5597,0,0,127893.8324,0,0,1,0,0,0,0,0,0
560,34,3,111798.8808,0,0,16507.70174,0,0,0,0,0,0,0,0,0
457,36,9,108325.7304,0,0,128757.0483,0,0,1,0,0,0,0,0,0
680,41,9,179407.2552,1,0,188650.8794,0,0,0,0,0,0,0,0,0
593,45,8,0,0,0,110860.2588,0,0,0,0,0,0,0,0,0
552,28,7,116736.2073,1,0,158624.2301,0,1,0,0,0,0,0,0,0
709,40,8,101979.1037,0,0,177729.7323,0,1,1,0,0,0,0,0,0
703,37,1,0,0,0,27532.10004,0,1,0,0,0,0,0,0,0
608,45,8,154273.8608,0,0,101267.2706,0,0,0,1,0,0,0,0,1
739,55,4,99095.16605,1,0,84991.62515,0,1,1,0,0,0,0,0,0
693,41,1,122329.4284,1,0,88123.21157,0,1,1,0,0,0,0,0,0
648,39,6,0,0,0,143246.4103,0,1,1,0,0,0,1,0,0
638,35,6,136950.5608,1,0,79400.76555,0,0,0,0,0,0,0,0,0
554,40,8,105930.509,0,0,80185.47079,0,0,1,0,0,0,0,0,1
653,40,9,66954.38863,1,0,78622.09364,0,0,1,0,0,0,0,0,0
606,44,9,103672.6165,1,0,132196.8951,0,0,0,0,0,0,0,0,1
615,32,4,0,1,0,172231.4072,0,1,0,0,0,0,0,0,0
550,40,7,0,0,0,160983.5848,0,0,1,0,0,0,0,0,0
645,45,5,93015.07196,1,0,173444.8372,0,0,0,0,0,0,0,0,0
600,47,7,118404.1406,0,0,80069.98648,0,0,0,0,0,0,0,0,0
705,50,7,0,1,1,49471.14172,0,1,0,0,0,0,1,0,0
596,57,6,151464.3237,0,0,162200.4412,1,0,1,0,0,0,1,0,0
816,41,7,100261.8765,1,0,164677.7472,0,0,1,0,0,0,0,0,0
660,48,5,95475.03547,0,0,120153.3709,0,0,1,0,0,0,0,0,0
628,47,4,0,1,0,38498.09151,0,1,1,0,0,0,0,1,0
743,36,4,61217.34769,0,1,182180.9213,0,1,0,0,0,0,0,0,0
572,50,7,98069.02406,1,0,193717.5941,1,0,0,0,0,0,0,0,1
627,31,8,142821.7471,1,0,73906.49839,0,1,1,0,0,0,0,0,1
584,27,2,105040.5747,1,0,184354.6301,0,0,0,0,0,0,0,0,0
661,46,3,122930.497,1,0,26157.25118,0,0,1,0,0,0,0,0,1
664,52,2,56296.21455,1,0,84600.67136,0,1,1,0,0,0,1,0,0
590,55,7,107379.0266,1,0,108151.2891,0,0,0,0,0,0,0,0,0
795,48,6,128011.0408,1,0,65411.48709,1,0,1,0,0,0,0,0,0
655,62,5,117107.7859,1,0,155940.7069,0,0,1,0,0,0,0,0,0
596,58,9,0,1,0,150151.2027,0,0,0,0,0,0,0,0,0
760,52,4,0,1,0,77186.34228,0,0,1,0,0,0,1,0,0
739,38,5,0,1,0,163913.0636,1,0,0,0,0,0,0,1,0
670,46,2,90535.21147,0,0,157724.1172,0,1,1,0,0,0,0,0,0
686,46,1,93602.83672,1,0,156848.9042,0,0,0,0,0,0,0,0,0
656,44,3,146226.3543,1,0,143365.5712,0,1,1,0,0,0,0,0,0
678,47,1,57152.54875,1,0,196901.4235,0,1,1,0,0,0,0,0,0
750,39,8,0,0,0,32562.0169,1,0,1,0,0,0,0,0,0
757,42,2,140233.8989,0,0,129128.9877,0,0,0,0,0,0,0,0,0
720,43,8,106433.3343,0,0,142080.4336,0,1,0,0,0,0,0,0,1
628,43,2,146292.1671,1,0,142863.2254,0,0,1,0,0,0,1,0,0
515,52,1,156766.9881,1,0,118360.3347,0,1,0,0,0,0,0,0,0
803,44,7,0,1,0,66970.01122,0,0,0,0,0,0,0,0,0
703,50,7,0,1,1,49356.82633,0,0,0,0,0,0,0,0,0
715,42,5,117128.2296,0,0,42595.49398,0,1,0,0,0,0,0,0,0
665,43,8,111536.2148,0,0,178736.6903,1,0,1,0,0,0,0,0,1
514,59,7,102192.6128,0,0,187056.1381,0,0,1,0,0,0,0,0,1
559,58,4,0,0,0,42178.34941,0,0,0,1,0,0,1,0,0
635,41,2,0,0,1,52603.28646,1,0,1,0,0,0,0,0,0
604,35,8,0,0,0,73152.32974,0,0,0,0,0,0,0,0,0
461,39,5,115694.9541,1,0,119716.2546,0,1,0,0,0,0,0,0,1
594,45,8,0,0,0,123340.902,0,1,0,1,0,0,1,0,0
693,39,2,0,0,0,188121.1287,0,0,0,0,0,0,0,0,0
493,42,8,124951.5995,1,1,128108.2594,0,0,0,0,0,0,0,0,0
767,45,0,77179.8568,0,0,157761.3135,0,1,1,0,0,0,0,0,0
405,53,1,153210.5333,0,1,191963.8762,0,0,0,0,0,0,0,1,0
643,44,5,0,1,0,58527.26759,0,1,0,1,0,0,0,1,0
665,47,6,142140.0561,0,0,49540.18575,0,1,1,0,0,0,0,0,1
696,40,1,153291.2222,1,0,178112.9287,0,0,1,0,0,0,0,0,1
576,54,5,44582.20553,0,0,67538.25392,0,1,0,0,0,0,1,0,0
705,47,3,122889.3122,1,0,25481.35301,0,0,1,0,0,0,0,0,1
658,43,2,122175.6177,0,0,67799.18736,0,0,0,0,0,0,0,0,1
671,45,7,96641.66082,1,0,83958.15076,0,1,1,0,0,0,0,0,0
563,48,7,121946.2103,1,0,47143.27139,0,0,0,0,0,0,0,0,1
759,40,4,129777.7717,1,1,182535.4555,1,0,1,0,0,0,0,0,1
636,44,6,78563.47791,0,0,58310.42537,0,0,0,0,0,0,0,1,0
668,32,3,123037.7551,0,0,102992.959,0,1,1,0,0,0,0,0,1
630,40,0,140276.0077,1,0,160254.4516,0,0,0,0,0,0,0,0,1
602,49,1,103636.0371,1,0,182215.1415,0,0,0,0,0,0,0,0,0
827,55,4,101242.7224,1,0,36938.18993,1,0,1,0,0,0,0,0,0
606,41,3,134848.7758,1,0,84566.02906,0,0,0,0,0,0,0,0,0
561,46,0,132442.4773,0,0,28247.59656,0,0,0,0,0,0,0,0,1
622,53,2,116200.5797,1,0,4151.39957,0,1,0,0,0,0,0,0,0
774,45,7,117315.5794,1,0,189562.7272,0,1,1,0,0,0,0,0,1
463,42,5,0,1,0,83006.85267,0,1,0,0,0,0,0,0,0
674,36,6,146438.0896,1,0,66668.27903,0,0,1,0,0,0,0,0,1
632,46,6,87789.15832,1,0,120189.2034,0,0,0,0,0,0,0,0,0
686,41,6,115828.3555,1,0,104451.4383,1,0,0,1,0,0,0,0,0
538,37,9,0,0,0,52345.47013,0,0,1,0,0,0,1,0,0
691,31,2,0,1,0,91815.61431,0,1,0,0,0,0,1,0,0
548,49,4,0,0,0,108386.0729,1,0,1,0,0,0,1,0,0
746,33,8,115177.8124,0,0,129366.5737,1,0,0,0,0,0,0,0,1
542,45,2,152373.8809,0,0,89363.62347,0,0,0,0,0,0,0,0,0
683,48,4,0,1,1,65447.86127,0,0,0,0,0,0,0,0,0
616,37,6,0,0,1,133621.1799,0,0,0,0,0,0,0,0,0
695,55,5,0,0,0,18026.73063,0,1,1,0,0,0,1,0,0
695,45,4,0,1,0,191780.3382,0,0,0,0,0,0,0,0,0
636,53,2,116316.0584,0,0,42807.12184,0,1,1,0,0,0,0,0,1
599,34,2,129873.2904,0,0,8763.323557,0,1,0,0,0,0,0,0,0
765,39,4,108294.2105,0,1,45197.8259,0,0,0,1,0,0,0,0,1
567,44,7,85666.60992,1,0,115168.7139,0,1,0,0,0,0,0,0,0
661,50,5,115931.707,0,0,42799.0586,0,1,1,0,0,0,0,0,1
